user_id,current_funnel_stage,current_funnel_stage_predicted,next_funnel_stage,next_funnel_stage_predicted,ad_type,purchase,sales,date,campaign_type,visit
50051,awareness,awareness,consideration,consideration,branding,0,0,2025-05-04,full_funnel_predicted,1
50052,consideration,awareness,consideration,consideration,branding,0,0,2025-05-01,full_funnel_predicted,1
50053,consideration,consideration,consideration,consideration,performance,0,0,2025-05-15,full_funnel_predicted,1
50054,awareness,awareness,awareness,purchase,branding,0,0,2025-05-04,full_funnel_predicted,1
50055,consideration,consideration,purchase,purchase,performance,0,0,2025-04-24,full_funnel_predicted,1
50056,awareness,awareness,awareness,consideration,branding,0,0,2025-04-21,full_funnel_predicted,1
50057,awareness,awareness,consideration,consideration,branding,0,0,2025-05-02,full_funnel_predicted,1
50058,awareness,awareness,awareness,awareness,branding,0,0,2025-04-16,full_funnel_predicted,1
50059,awareness,awareness,awareness,awareness,branding,0,0,2025-05-01,full_funnel_predicted,1
50060,awareness,awareness,awareness,awareness,branding,0,0,2025-05-09,full_funnel_predicted,1
50061,awareness,purchase,awareness,awareness,performance,0,0,2025-05-03,full_funnel_predicted,1
50062,purchase,purchase,purchase,purchase,performance,0,0,2025-04-15,full_funnel_predicted,1
50063,awareness,consideration,consideration,consideration,performance,0,0,2025-04-20,full_funnel_predicted,1
50064,consideration,consideration,consideration,consideration,performance,0,0,2025-04-19,full_funnel_predicted,1
50065,awareness,awareness,consideration,consideration,branding,0,0,2025-05-04,full_funnel_predicted,1
50066,consideration,consideration,consideration,awareness,performance,0,0,2025-05-09,full_funnel_predicted,1
50067,consideration,consideration,consideration,purchase,performance,0,0,2025-04-27,full_funnel_predicted,1
50068,consideration,consideration,consideration,consideration,performance,0,0,2025-05-03,full_funnel_predicted,1
50069,purchase,purchase,purchase,awareness,performance,1,100,2025-05-07,full_funnel_predicted,1
50070,consideration,purchase,consideration,purchase,performance,0,0,2025-05-15,full_funnel_predicted,1
50071,awareness,awareness,awareness,awareness,branding,0,0,2025-04-30,full_funnel_predicted,1
50072,consideration,purchase,consideration,purchase,performance,0,0,2025-05-05,full_funnel_predicted,1
50073,awareness,awareness,awareness,awareness,branding,0,0,2025-04-14,full_funnel_predicted,1
50074,awareness,awareness,awareness,awareness,branding,0,0,2025-05-06,full_funnel_predicted,1
50075,consideration,awareness,consideration,consideration,branding,0,0,2025-05-09,full_funnel_predicted,1
50076,consideration,consideration,consideration,consideration,performance,0,0,2025-05-16,full_funnel_predicted,1
50077,consideration,consideration,consideration,consideration,performance,0,0,2025-04-18,full_funnel_predicted,1
50078,awareness,awareness,consideration,consideration,branding,0,0,2025-05-16,full_funnel_predicted,1
50079,awareness,awareness,consideration,consideration,branding,0,0,2025-05-07,full_funnel_predicted,1
50080,awareness,awareness,consideration,awareness,branding,0,0,2025-04-27,full_funnel_predicted,1
50081,purchase,awareness,purchase,purchase,branding,1,100,2025-05-09,full_funnel_predicted,1
50082,consideration,consideration,consideration,consideration,performance,0,0,2025-05-18,full_funnel_predicted,1
50083,awareness,awareness,consideration,consideration,branding,0,0,2025-05-15,full_funnel_predicted,1
50084,awareness,awareness,consideration,purchase,branding,0,0,2025-05-03,full_funnel_predicted,1
50085,consideration,consideration,consideration,consideration,performance,0,0,2025-05-11,full_funnel_predicted,1
50086,purchase,purchase,purchase,awareness,performance,0,0,2025-04-18,full_funnel_predicted,1
50087,consideration,awareness,consideration,consideration,branding,0,0,2025-04-15,full_funnel_predicted,1
50088,awareness,purchase,awareness,purchase,performance,0,0,2025-05-14,full_funnel_predicted,1
50089,consideration,consideration,consideration,consideration,performance,0,0,2025-04-13,full_funnel_predicted,1
50090,awareness,consideration,awareness,awareness,performance,0,0,2025-04-30,full_funnel_predicted,1
50091,consideration,consideration,consideration,awareness,performance,0,0,2025-04-22,full_funnel_predicted,1
50092,awareness,consideration,awareness,awareness,performance,0,0,2025-04-18,full_funnel_predicted,1
50093,awareness,awareness,consideration,consideration,branding,0,0,2025-05-14,full_funnel_predicted,1
50094,awareness,awareness,consideration,purchase,branding,0,0,2025-04-28,full_funnel_predicted,1
50095,awareness,consideration,awareness,awareness,performance,0,0,2025-05-08,full_funnel_predicted,1
50096,awareness,awareness,awareness,purchase,branding,0,0,2025-05-09,full_funnel_predicted,1
50097,awareness,purchase,awareness,consideration,performance,0,0,2025-05-12,full_funnel_predicted,1
50098,purchase,purchase,purchase,purchase,performance,1,100,2025-04-24,full_funnel_predicted,1
50099,consideration,awareness,consideration,consideration,branding,0,0,2025-04-23,full_funnel_predicted,1
50100,awareness,awareness,consideration,consideration,branding,0,0,2025-05-08,full_funnel_predicted,1
50101,awareness,purchase,awareness,awareness,performance,0,0,2025-04-26,full_funnel_predicted,1
50102,purchase,purchase,purchase,purchase,performance,0,0,2025-04-21,full_funnel_predicted,1
50103,consideration,consideration,consideration,purchase,performance,0,0,2025-05-03,full_funnel_predicted,1
50104,awareness,awareness,consideration,consideration,branding,0,0,2025-05-14,full_funnel_predicted,1
50105,consideration,consideration,purchase,purchase,performance,0,0,2025-04-24,full_funnel_predicted,1
50106,consideration,consideration,consideration,consideration,performance,0,0,2025-04-22,full_funnel_predicted,1
50107,awareness,awareness,awareness,consideration,branding,0,0,2025-04-29,full_funnel_predicted,1
50108,awareness,awareness,awareness,awareness,branding,0,0,2025-05-02,full_funnel_predicted,1
50109,purchase,purchase,purchase,purchase,performance,1,100,2025-05-11,full_funnel_predicted,1
50110,awareness,awareness,awareness,purchase,branding,0,0,2025-05-15,full_funnel_predicted,1
50111,purchase,purchase,purchase,purchase,performance,0,0,2025-04-15,full_funnel_predicted,1
50112,purchase,purchase,purchase,purchase,performance,0,0,2025-05-05,full_funnel_predicted,1
50113,awareness,awareness,awareness,awareness,branding,0,0,2025-05-10,full_funnel_predicted,1
50114,awareness,consideration,awareness,consideration,performance,0,0,2025-05-14,full_funnel_predicted,1
50115,purchase,purchase,purchase,purchase,performance,0,0,2025-04-23,full_funnel_predicted,1
50116,awareness,awareness,consideration,consideration,branding,0,0,2025-04-28,full_funnel_predicted,1
50117,awareness,purchase,awareness,awareness,performance,0,0,2025-04-20,full_funnel_predicted,1
50118,awareness,purchase,awareness,awareness,performance,0,0,2025-05-02,full_funnel_predicted,1
50119,consideration,consideration,consideration,purchase,performance,0,0,2025-04-20,full_funnel_predicted,1
50120,awareness,awareness,awareness,awareness,branding,0,0,2025-05-04,full_funnel_predicted,1
50121,awareness,consideration,awareness,awareness,performance,0,0,2025-04-26,full_funnel_predicted,1
50122,awareness,awareness,consideration,awareness,branding,0,0,2025-05-06,full_funnel_predicted,1
50123,awareness,purchase,awareness,consideration,performance,0,0,2025-04-28,full_funnel_predicted,1
50124,consideration,consideration,consideration,consideration,performance,0,0,2025-05-16,full_funnel_predicted,1
50125,awareness,awareness,awareness,awareness,branding,0,0,2025-05-12,full_funnel_predicted,1
50126,purchase,purchase,purchase,purchase,performance,0,0,2025-04-25,full_funnel_predicted,1
50127,consideration,consideration,purchase,purchase,performance,0,0,2025-04-17,full_funnel_predicted,1
50128,awareness,purchase,awareness,awareness,performance,0,0,2025-04-29,full_funnel_predicted,1
50129,consideration,purchase,consideration,consideration,performance,0,0,2025-04-18,full_funnel_predicted,1
50130,consideration,consideration,purchase,purchase,performance,0,0,2025-04-16,full_funnel_predicted,1
50131,awareness,awareness,consideration,purchase,branding,0,0,2025-04-13,full_funnel_predicted,1
50132,awareness,purchase,awareness,awareness,performance,0,0,2025-04-19,full_funnel_predicted,1
50133,awareness,consideration,awareness,awareness,performance,0,0,2025-04-17,full_funnel_predicted,1
50134,consideration,awareness,consideration,consideration,branding,0,0,2025-05-02,full_funnel_predicted,1
50135,awareness,consideration,awareness,consideration,performance,0,0,2025-04-20,full_funnel_predicted,1
50136,awareness,awareness,consideration,purchase,branding,0,0,2025-04-24,full_funnel_predicted,1
50137,consideration,purchase,consideration,purchase,performance,0,0,2025-04-27,full_funnel_predicted,1
50138,consideration,consideration,consideration,consideration,performance,0,0,2025-04-26,full_funnel_predicted,1
50139,awareness,awareness,awareness,awareness,branding,0,0,2025-04-21,full_funnel_predicted,1
50140,purchase,purchase,purchase,purchase,performance,0,0,2025-05-05,full_funnel_predicted,1
50141,consideration,consideration,consideration,consideration,performance,0,0,2025-05-06,full_funnel_predicted,1
50142,purchase,purchase,purchase,purchase,performance,0,0,2025-05-11,full_funnel_predicted,1
50143,consideration,consideration,consideration,consideration,performance,0,0,2025-05-14,full_funnel_predicted,1
50144,awareness,awareness,awareness,purchase,branding,0,0,2025-04-21,full_funnel_predicted,1
50145,awareness,awareness,awareness,awareness,branding,0,0,2025-04-24,full_funnel_predicted,1
50146,awareness,awareness,consideration,purchase,branding,0,0,2025-05-11,full_funnel_predicted,1
50147,awareness,awareness,consideration,awareness,branding,0,0,2025-04-22,full_funnel_predicted,1
50148,awareness,awareness,awareness,purchase,branding,0,0,2025-05-09,full_funnel_predicted,1
50149,consideration,consideration,consideration,consideration,performance,0,0,2025-05-04,full_funnel_predicted,1
50150,awareness,awareness,awareness,awareness,branding,0,0,2025-05-02,full_funnel_predicted,1
50151,awareness,awareness,consideration,purchase,branding,0,0,2025-04-26,full_funnel_predicted,1
50152,consideration,consideration,consideration,consideration,performance,0,0,2025-05-01,full_funnel_predicted,1
50153,awareness,awareness,awareness,purchase,branding,0,0,2025-05-14,full_funnel_predicted,1
50154,awareness,consideration,awareness,awareness,performance,0,0,2025-04-30,full_funnel_predicted,1
50155,consideration,purchase,consideration,consideration,performance,0,0,2025-05-04,full_funnel_predicted,1
50156,consideration,consideration,purchase,purchase,performance,0,0,2025-04-17,full_funnel_predicted,1
50157,consideration,consideration,consideration,consideration,performance,0,0,2025-04-25,full_funnel_predicted,1
50158,consideration,awareness,consideration,consideration,branding,0,0,2025-04-18,full_funnel_predicted,1
50159,purchase,purchase,purchase,purchase,performance,0,0,2025-05-12,full_funnel_predicted,1
50160,awareness,consideration,awareness,awareness,performance,0,0,2025-05-09,full_funnel_predicted,1
50161,awareness,awareness,consideration,awareness,branding,0,0,2025-04-28,full_funnel_predicted,1
50162,purchase,purchase,purchase,purchase,performance,1,100,2025-05-07,full_funnel_predicted,1
50163,consideration,consideration,consideration,consideration,performance,0,0,2025-05-14,full_funnel_predicted,1
50164,awareness,awareness,consideration,consideration,branding,0,0,2025-04-18,full_funnel_predicted,1
50165,consideration,consideration,consideration,consideration,performance,0,0,2025-04-15,full_funnel_predicted,1
50166,awareness,consideration,awareness,awareness,performance,0,0,2025-04-28,full_funnel_predicted,1
50167,awareness,consideration,awareness,awareness,performance,0,0,2025-04-23,full_funnel_predicted,1
50168,purchase,purchase,purchase,purchase,performance,0,0,2025-05-09,full_funnel_predicted,1
50169,purchase,purchase,purchase,purchase,performance,0,0,2025-05-11,full_funnel_predicted,1
50170,consideration,consideration,consideration,purchase,performance,0,0,2025-04-27,full_funnel_predicted,1
50171,awareness,awareness,awareness,awareness,branding,0,0,2025-04-26,full_funnel_predicted,1
50172,consideration,consideration,consideration,consideration,performance,0,0,2025-04-23,full_funnel_predicted,1
50173,consideration,awareness,consideration,consideration,branding,0,0,2025-05-01,full_funnel_predicted,1
50174,awareness,awareness,awareness,awareness,branding,0,0,2025-04-29,full_funnel_predicted,1
50175,consideration,consideration,purchase,consideration,performance,0,0,2025-05-03,full_funnel_predicted,1
50176,awareness,consideration,awareness,purchase,performance,0,0,2025-05-07,full_funnel_predicted,1
50177,awareness,awareness,awareness,awareness,branding,0,0,2025-04-16,full_funnel_predicted,1
50178,consideration,consideration,consideration,purchase,performance,0,0,2025-04-25,full_funnel_predicted,1
50179,consideration,consideration,consideration,consideration,performance,0,0,2025-05-08,full_funnel_predicted,1
50180,consideration,consideration,consideration,consideration,performance,0,0,2025-05-15,full_funnel_predicted,1
50181,consideration,consideration,consideration,awareness,performance,0,0,2025-04-25,full_funnel_predicted,1
50182,awareness,awareness,consideration,purchase,branding,0,0,2025-05-15,full_funnel_predicted,1
50183,consideration,consideration,consideration,purchase,performance,0,0,2025-05-12,full_funnel_predicted,1
50184,awareness,awareness,awareness,awareness,branding,0,0,2025-05-12,full_funnel_predicted,1
50185,awareness,awareness,awareness,awareness,branding,0,0,2025-05-14,full_funnel_predicted,1
50186,consideration,purchase,consideration,consideration,performance,0,0,2025-04-16,full_funnel_predicted,1
50187,awareness,awareness,awareness,consideration,branding,0,0,2025-05-01,full_funnel_predicted,1
50188,awareness,purchase,awareness,consideration,performance,0,0,2025-04-19,full_funnel_predicted,1
50189,consideration,consideration,consideration,consideration,performance,0,0,2025-04-19,full_funnel_predicted,1
50190,consideration,consideration,consideration,consideration,performance,0,0,2025-04-18,full_funnel_predicted,1
50191,awareness,awareness,consideration,consideration,branding,0,0,2025-04-16,full_funnel_predicted,1
50192,awareness,awareness,consideration,consideration,branding,0,0,2025-05-02,full_funnel_predicted,1
50193,consideration,awareness,consideration,consideration,branding,0,0,2025-05-06,full_funnel_predicted,1
50194,consideration,consideration,consideration,consideration,performance,0,0,2025-05-18,full_funnel_predicted,1
50195,awareness,awareness,consideration,consideration,branding,0,0,2025-05-01,full_funnel_predicted,1
50196,awareness,awareness,consideration,consideration,branding,0,0,2025-05-17,full_funnel_predicted,1
50197,awareness,consideration,awareness,awareness,performance,0,0,2025-05-08,full_funnel_predicted,1
50198,consideration,awareness,consideration,consideration,branding,0,0,2025-04-20,full_funnel_predicted,1
50199,awareness,purchase,awareness,purchase,performance,0,0,2025-05-06,full_funnel_predicted,1
50200,consideration,awareness,consideration,consideration,branding,0,0,2025-05-03,full_funnel_predicted,1
50201,consideration,awareness,consideration,consideration,branding,0,0,2025-04-21,full_funnel_predicted,1
50202,awareness,consideration,awareness,purchase,performance,0,0,2025-05-09,full_funnel_predicted,1
50203,consideration,consideration,consideration,awareness,performance,0,0,2025-04-18,full_funnel_predicted,1
50204,awareness,awareness,awareness,consideration,branding,0,0,2025-04-22,full_funnel_predicted,1
50205,awareness,awareness,awareness,awareness,branding,0,0,2025-05-10,full_funnel_predicted,1
50206,awareness,awareness,awareness,awareness,branding,0,0,2025-04-24,full_funnel_predicted,1
50207,awareness,consideration,awareness,awareness,performance,0,0,2025-04-15,full_funnel_predicted,1
50208,awareness,awareness,consideration,purchase,branding,0,0,2025-04-21,full_funnel_predicted,1
50209,awareness,awareness,awareness,awareness,branding,0,0,2025-05-11,full_funnel_predicted,1
50210,consideration,consideration,consideration,purchase,performance,0,0,2025-05-13,full_funnel_predicted,1
50211,awareness,awareness,consideration,consideration,branding,0,0,2025-05-07,full_funnel_predicted,1
50212,awareness,awareness,awareness,awareness,branding,0,0,2025-05-12,full_funnel_predicted,1
50213,awareness,consideration,awareness,awareness,performance,0,0,2025-04-28,full_funnel_predicted,1
50214,consideration,consideration,purchase,purchase,performance,0,0,2025-04-14,full_funnel_predicted,1
50215,awareness,awareness,consideration,consideration,branding,0,0,2025-04-17,full_funnel_predicted,1
50216,awareness,awareness,consideration,purchase,branding,0,0,2025-04-24,full_funnel_predicted,1
50217,awareness,awareness,consideration,consideration,branding,0,0,2025-04-30,full_funnel_predicted,1
50218,awareness,consideration,awareness,awareness,performance,0,0,2025-04-21,full_funnel_predicted,1
50219,purchase,consideration,purchase,consideration,performance,0,0,2025-04-20,full_funnel_predicted,1
50220,consideration,awareness,consideration,awareness,branding,0,0,2025-04-29,full_funnel_predicted,1
50221,awareness,awareness,awareness,awareness,branding,0,0,2025-05-15,full_funnel_predicted,1
50222,consideration,consideration,consideration,awareness,performance,0,0,2025-05-11,full_funnel_predicted,1
50223,consideration,consideration,consideration,consideration,performance,0,0,2025-05-16,full_funnel_predicted,1
50224,consideration,consideration,consideration,consideration,performance,0,0,2025-05-13,full_funnel_predicted,1
50225,awareness,awareness,awareness,awareness,branding,0,0,2025-05-09,full_funnel_predicted,1
50226,consideration,consideration,consideration,purchase,performance,0,0,2025-04-22,full_funnel_predicted,1
50227,awareness,awareness,consideration,consideration,branding,0,0,2025-05-07,full_funnel_predicted,1
50228,awareness,awareness,consideration,purchase,branding,0,0,2025-05-12,full_funnel_predicted,1
50229,awareness,awareness,consideration,purchase,branding,0,0,2025-04-27,full_funnel_predicted,1
50230,awareness,purchase,awareness,awareness,performance,0,0,2025-04-22,full_funnel_predicted,1
50231,awareness,awareness,awareness,awareness,branding,0,0,2025-05-06,full_funnel_predicted,1
50232,consideration,consideration,consideration,consideration,performance,0,0,2025-04-20,full_funnel_predicted,1
50233,consideration,consideration,consideration,consideration,performance,0,0,2025-04-30,full_funnel_predicted,1
50234,awareness,awareness,awareness,awareness,branding,0,0,2025-05-09,full_funnel_predicted,1
50235,awareness,awareness,awareness,purchase,branding,0,0,2025-05-16,full_funnel_predicted,1
50236,awareness,consideration,awareness,purchase,performance,0,0,2025-05-02,full_funnel_predicted,1
50237,awareness,awareness,consideration,awareness,branding,0,0,2025-05-07,full_funnel_predicted,1
50238,consideration,consideration,consideration,consideration,performance,0,0,2025-05-09,full_funnel_predicted,1
50239,awareness,awareness,awareness,awareness,branding,0,0,2025-05-02,full_funnel_predicted,1
50240,consideration,consideration,consideration,consideration,performance,0,0,2025-04-29,full_funnel_predicted,1
50241,awareness,awareness,consideration,awareness,branding,0,0,2025-04-30,full_funnel_predicted,1
50242,awareness,awareness,awareness,awareness,branding,0,0,2025-05-13,full_funnel_predicted,1
50243,purchase,consideration,purchase,purchase,performance,0,0,2025-05-01,full_funnel_predicted,1
50244,awareness,awareness,awareness,awareness,branding,0,0,2025-04-25,full_funnel_predicted,1
50245,consideration,consideration,consideration,consideration,performance,0,0,2025-04-24,full_funnel_predicted,1
50246,awareness,purchase,awareness,awareness,performance,0,0,2025-04-28,full_funnel_predicted,1
50247,consideration,consideration,consideration,awareness,performance,0,0,2025-04-15,full_funnel_predicted,1
50248,awareness,purchase,awareness,awareness,performance,0,0,2025-05-01,full_funnel_predicted,1
50249,consideration,consideration,consideration,consideration,performance,0,0,2025-05-14,full_funnel_predicted,1
50250,awareness,awareness,awareness,awareness,branding,0,0,2025-04-21,full_funnel_predicted,1
50251,purchase,purchase,purchase,purchase,performance,0,0,2025-04-25,full_funnel_predicted,1
50252,purchase,purchase,purchase,purchase,performance,0,0,2025-05-07,full_funnel_predicted,1
50253,purchase,consideration,purchase,awareness,performance,0,0,2025-05-19,full_funnel_predicted,1
50254,awareness,awareness,awareness,awareness,branding,0,0,2025-04-15,full_funnel_predicted,1
50255,awareness,purchase,awareness,awareness,performance,0,0,2025-05-03,full_funnel_predicted,1
50256,awareness,awareness,awareness,awareness,branding,0,0,2025-04-25,full_funnel_predicted,1
50257,awareness,awareness,consideration,awareness,branding,0,0,2025-04-29,full_funnel_predicted,1
50258,consideration,consideration,consideration,consideration,performance,0,0,2025-05-12,full_funnel_predicted,1
50259,awareness,consideration,awareness,awareness,performance,0,0,2025-04-19,full_funnel_predicted,1
50260,awareness,awareness,awareness,consideration,branding,0,0,2025-05-13,full_funnel_predicted,1
50261,awareness,consideration,awareness,awareness,performance,0,0,2025-04-27,full_funnel_predicted,1
50262,awareness,awareness,consideration,consideration,branding,0,0,2025-04-20,full_funnel_predicted,1
50263,consideration,consideration,consideration,purchase,performance,0,0,2025-05-04,full_funnel_predicted,1
50264,consideration,purchase,purchase,consideration,performance,0,0,2025-04-28,full_funnel_predicted,1
50265,awareness,purchase,awareness,awareness,performance,0,0,2025-05-01,full_funnel_predicted,1
50266,awareness,awareness,awareness,awareness,branding,0,0,2025-05-16,full_funnel_predicted,1
50267,purchase,purchase,purchase,purchase,performance,0,0,2025-05-11,full_funnel_predicted,1
50268,awareness,awareness,consideration,consideration,branding,0,0,2025-04-16,full_funnel_predicted,1
50269,awareness,awareness,consideration,purchase,branding,0,0,2025-04-26,full_funnel_predicted,1
50270,consideration,purchase,consideration,purchase,performance,0,0,2025-05-14,full_funnel_predicted,1
50271,awareness,awareness,consideration,consideration,branding,0,0,2025-05-04,full_funnel_predicted,1
50272,awareness,awareness,awareness,awareness,branding,0,0,2025-04-16,full_funnel_predicted,1
50273,consideration,consideration,consideration,consideration,performance,0,0,2025-04-21,full_funnel_predicted,1
50274,awareness,awareness,consideration,consideration,branding,0,0,2025-04-26,full_funnel_predicted,1
50275,consideration,consideration,consideration,consideration,performance,0,0,2025-05-07,full_funnel_predicted,1
50276,consideration,consideration,consideration,purchase,performance,0,0,2025-05-06,full_funnel_predicted,1
50277,awareness,awareness,consideration,purchase,branding,0,0,2025-05-15,full_funnel_predicted,1
50278,purchase,purchase,purchase,purchase,performance,0,0,2025-04-17,full_funnel_predicted,1
50279,purchase,consideration,purchase,purchase,performance,0,0,2025-05-12,full_funnel_predicted,1
50280,awareness,awareness,consideration,consideration,branding,0,0,2025-04-29,full_funnel_predicted,1
50281,awareness,purchase,awareness,awareness,performance,0,0,2025-04-23,full_funnel_predicted,1
50282,consideration,consideration,consideration,consideration,performance,0,0,2025-04-23,full_funnel_predicted,1
50283,awareness,awareness,awareness,awareness,branding,0,0,2025-04-14,full_funnel_predicted,1
50284,consideration,consideration,consideration,consideration,performance,0,0,2025-05-08,full_funnel_predicted,1
50285,consideration,awareness,consideration,consideration,branding,0,0,2025-05-07,full_funnel_predicted,1
50286,consideration,consideration,consideration,consideration,performance,0,0,2025-05-07,full_funnel_predicted,1
50287,awareness,awareness,consideration,consideration,branding,0,0,2025-05-09,full_funnel_predicted,1
50288,awareness,awareness,awareness,awareness,branding,0,0,2025-05-13,full_funnel_predicted,1
50289,purchase,purchase,purchase,purchase,performance,1,100,2025-05-06,full_funnel_predicted,1
50290,purchase,purchase,purchase,purchase,performance,1,100,2025-04-20,full_funnel_predicted,1
50291,awareness,consideration,awareness,awareness,performance,0,0,2025-04-15,full_funnel_predicted,1
50292,awareness,purchase,consideration,consideration,performance,0,0,2025-05-08,full_funnel_predicted,1
50293,consideration,awareness,consideration,consideration,branding,0,0,2025-04-26,full_funnel_predicted,1
50294,awareness,awareness,consideration,awareness,branding,0,0,2025-04-22,full_funnel_predicted,1
50295,awareness,purchase,awareness,awareness,performance,0,0,2025-04-25,full_funnel_predicted,1
50296,awareness,awareness,consideration,consideration,branding,0,0,2025-05-02,full_funnel_predicted,1
50297,awareness,awareness,consideration,consideration,branding,0,0,2025-05-09,full_funnel_predicted,1
50298,awareness,awareness,consideration,consideration,branding,0,0,2025-04-23,full_funnel_predicted,1
50299,awareness,awareness,consideration,consideration,branding,0,0,2025-04-26,full_funnel_predicted,1
50300,purchase,purchase,purchase,purchase,performance,0,0,2025-04-27,full_funnel_predicted,1
50301,awareness,consideration,awareness,awareness,performance,0,0,2025-04-27,full_funnel_predicted,1
50302,consideration,awareness,consideration,consideration,branding,0,0,2025-04-15,full_funnel_predicted,1
50303,awareness,awareness,consideration,purchase,branding,0,0,2025-05-11,full_funnel_predicted,1
50304,purchase,purchase,purchase,consideration,performance,0,0,2025-04-28,full_funnel_predicted,1
50305,awareness,consideration,awareness,awareness,performance,0,0,2025-04-28,full_funnel_predicted,1
50306,awareness,awareness,consideration,consideration,branding,0,0,2025-05-12,full_funnel_predicted,1
50307,awareness,awareness,consideration,consideration,branding,0,0,2025-04-15,full_funnel_predicted,1
