user_id,current_funnel_stage,next_funnel_stage,ad_type,purchase,sales,date,campaign_type,visit
164,consider,consider,none,0,0,2025-05-11,control,1
165,not aware,not aware,none,0,0,2025-05-16,control,1
166,not aware,not aware,none,0,0,2025-05-11,control,1
167,consider,consider,none,0,0,2025-05-04,control,1
168,not aware,not aware,none,0,0,2025-05-13,control,1
169,aware,aware,none,0,0,2025-05-07,control,1
170,consider,consider,none,0,0,2025-05-14,control,1
171,not aware,not aware,none,0,0,2025-05-06,control,1
172,not aware,not aware,none,0,0,2025-05-16,control,1
173,not aware,not aware,none,0,0,2025-05-24,control,1
174,aware,aware,none,0,0,2025-05-20,control,1
175,not aware,not aware,none,0,0,2025-05-12,control,1
176,not aware,not aware,none,0,0,2025-05-25,control,1
177,not aware,aware,none,0,0,2025-05-10,control,1
178,not aware,not aware,none,0,0,2025-05-29,control,1
179,not aware,not aware,none,0,0,2025-04-25,control,1
180,not aware,not aware,none,0,0,2025-05-29,control,1
181,consider,consider,none,0,0,2025-04-30,control,1
182,not aware,not aware,none,0,0,2025-04-29,control,1
183,not aware,not aware,none,0,0,2025-05-07,control,1
184,aware,aware,none,0,0,2025-05-03,control,1
185,consider,consider,none,0,0,2025-04-30,control,1
186,not aware,not aware,none,0,0,2025-05-20,control,1
187,not aware,aware,none,0,0,2025-05-11,control,1
188,not aware,aware,none,0,0,2025-05-14,control,1
189,not aware,not aware,none,0,0,2025-05-11,control,1
190,aware,aware,none,0,0,2025-05-26,control,1
191,not aware,not aware,none,0,0,2025-05-18,control,1
192,not aware,not aware,none,0,0,2025-04-25,control,1
193,not aware,not aware,none,0,0,2025-05-24,control,1
194,not aware,aware,none,0,0,2025-05-20,control,1
195,not aware,not aware,none,0,0,2025-05-12,control,1
196,not aware,not aware,none,0,0,2025-05-18,control,1
197,not aware,not aware,none,0,0,2025-04-30,control,1
198,not aware,not aware,none,0,0,2025-05-21,control,1
199,not aware,not aware,none,0,0,2025-05-01,control,1
200,not aware,not aware,none,0,0,2025-05-14,control,1
201,not aware,not aware,none,0,0,2025-05-09,control,1
202,not aware,not aware,none,0,0,2025-05-24,control,1
203,aware,aware,none,0,0,2025-05-10,control,1
204,aware,aware,none,0,0,2025-05-14,control,1
205,not aware,not aware,none,0,0,2025-05-17,control,1
206,not aware,aware,none,0,0,2025-05-05,control,1
207,not aware,not aware,none,0,0,2025-05-05,control,1
208,consider,consider,none,0,0,2025-05-10,control,1
209,not aware,not aware,none,0,0,2025-04-27,control,1
210,not aware,not aware,none,0,0,2025-05-22,control,1
211,not aware,not aware,none,0,0,2025-05-12,control,1
212,consider,consider,none,0,0,2025-05-15,control,1
213,not aware,not aware,none,0,0,2025-05-08,control,1
214,not aware,not aware,none,0,0,2025-05-24,control,1
215,not aware,aware,none,0,0,2025-05-21,control,1
216,not aware,not aware,none,0,0,2025-04-30,control,1
217,not aware,not aware,none,0,0,2025-05-22,control,1
218,not aware,not aware,none,0,0,2025-05-16,control,1
219,aware,aware,none,0,0,2025-05-05,control,1
220,aware,aware,none,0,0,2025-04-30,control,1
221,not aware,aware,none,0,0,2025-05-10,control,1
222,not aware,not aware,none,0,0,2025-05-10,control,1
223,consider,consider,none,0,0,2025-05-03,control,1
224,not aware,not aware,none,0,0,2025-05-01,control,1
225,not aware,not aware,none,0,0,2025-05-22,control,1
226,not aware,not aware,none,0,0,2025-05-26,control,1
227,not aware,not aware,none,0,0,2025-05-18,control,1
228,not aware,not aware,none,0,0,2025-05-13,control,1
229,not aware,not aware,none,0,0,2025-05-16,control,1
230,not aware,not aware,none,0,0,2025-04-28,control,1
231,not aware,not aware,none,0,0,2025-04-25,control,1
232,aware,aware,none,0,0,2025-05-18,control,1
233,not aware,not aware,none,0,0,2025-04-29,control,1
234,not aware,not aware,none,0,0,2025-05-09,control,1
235,not aware,not aware,none,0,0,2025-05-18,control,1
236,not aware,not aware,none,0,0,2025-05-18,control,1
237,not aware,not aware,none,0,0,2025-05-10,control,1
238,consider,consider,none,0,0,2025-05-17,control,1
239,not aware,not aware,none,0,0,2025-05-21,control,1
240,not aware,aware,none,0,0,2025-05-10,control,1
241,not aware,aware,none,0,0,2025-05-02,control,1
242,not aware,not aware,none,0,0,2025-05-18,control,1
243,not aware,not aware,none,0,0,2025-05-25,control,1
244,not aware,not aware,none,0,0,2025-05-10,control,1
245,not aware,not aware,none,0,0,2025-04-29,control,1
246,not aware,not aware,none,0,0,2025-05-01,control,1
247,not aware,not aware,none,0,0,2025-04-24,control,1
248,not aware,not aware,none,0,0,2025-04-28,control,1
249,consider,consider,none,0,0,2025-05-04,control,1
250,not aware,not aware,none,0,0,2025-04-29,control,1
251,not aware,not aware,none,0,0,2025-05-06,control,1
252,not aware,not aware,none,0,0,2025-05-22,control,1
253,not aware,not aware,none,0,0,2025-04-29,control,1
254,not aware,not aware,none,0,0,2025-05-20,control,1
255,consider,purchase,none,1,100,2025-05-10,control,1
256,not aware,not aware,none,0,0,2025-05-10,control,1
257,not aware,aware,none,0,0,2025-05-01,control,1
258,not aware,not aware,none,0,0,2025-05-15,control,1
259,not aware,not aware,none,0,0,2025-05-03,control,1
260,not aware,aware,none,0,0,2025-05-06,control,1
261,not aware,not aware,none,0,0,2025-05-25,control,1
262,not aware,not aware,none,0,0,2025-05-10,control,1
263,not aware,not aware,none,0,0,2025-04-24,control,1
264,not aware,not aware,none,0,0,2025-05-15,control,1
265,not aware,not aware,none,0,0,2025-05-10,control,1
266,not aware,not aware,none,0,0,2025-05-26,control,1
267,not aware,not aware,none,0,0,2025-05-25,control,1
268,not aware,not aware,none,0,0,2025-04-29,control,1
269,not aware,not aware,none,0,0,2025-04-29,control,1
270,not aware,not aware,none,0,0,2025-05-25,control,1
271,not aware,aware,none,0,0,2025-05-20,control,1
272,not aware,not aware,none,0,0,2025-05-09,control,1
273,not aware,not aware,none,0,0,2025-05-12,control,1
274,not aware,not aware,none,0,0,2025-05-09,control,1
275,not aware,not aware,none,0,0,2025-04-30,control,1
276,not aware,not aware,none,0,0,2025-05-07,control,1
277,consider,consider,none,0,0,2025-05-15,control,1
278,not aware,not aware,none,0,0,2025-05-14,control,1
279,consider,consider,none,0,0,2025-05-23,control,1
280,consider,consider,none,0,0,2025-05-12,control,1
281,not aware,not aware,none,0,0,2025-05-24,control,1
282,not aware,aware,none,0,0,2025-05-09,control,1
283,not aware,not aware,none,0,0,2025-05-06,control,1
284,not aware,not aware,none,0,0,2025-05-13,control,1
285,not aware,not aware,none,0,0,2025-05-09,control,1
286,consider,consider,none,0,0,2025-05-13,control,1
287,not aware,not aware,none,0,0,2025-05-15,control,1
288,not aware,not aware,none,0,0,2025-05-20,control,1
289,not aware,aware,none,0,0,2025-05-20,control,1
290,not aware,not aware,none,0,0,2025-04-29,control,1
291,not aware,not aware,none,0,0,2025-04-26,control,1
292,consider,consider,none,0,0,2025-05-12,control,1
293,not aware,not aware,none,0,0,2025-05-09,control,1
294,aware,consider,none,0,0,2025-05-24,control,1
295,not aware,not aware,none,0,0,2025-05-28,control,1
296,not aware,not aware,none,0,0,2025-05-01,control,1
297,consider,consider,none,0,0,2025-05-23,control,1
298,not aware,not aware,none,0,0,2025-05-06,control,1
299,not aware,not aware,none,0,0,2025-05-04,control,1
300,not aware,not aware,none,0,0,2025-05-11,control,1
301,not aware,not aware,none,0,0,2025-05-14,control,1
302,not aware,aware,none,0,0,2025-05-27,control,1
303,not aware,not aware,none,0,0,2025-05-19,control,1
304,not aware,not aware,none,0,0,2025-05-12,control,1
305,not aware,not aware,none,0,0,2025-05-10,control,1
306,not aware,not aware,none,0,0,2025-05-21,control,1
307,aware,aware,none,0,0,2025-05-19,control,1
308,not aware,not aware,none,0,0,2025-05-27,control,1
309,not aware,not aware,none,0,0,2025-04-30,control,1
310,not aware,not aware,none,0,0,2025-05-23,control,1
311,not aware,not aware,none,0,0,2025-05-15,control,1
312,not aware,aware,none,0,0,2025-05-02,control,1
313,not aware,not aware,none,0,0,2025-05-06,control,1
314,not aware,not aware,none,0,0,2025-05-22,control,1
315,consider,consider,none,0,0,2025-05-29,control,1
316,not aware,aware,none,0,0,2025-05-03,control,1
317,not aware,not aware,none,0,0,2025-05-09,control,1
318,not aware,not aware,none,0,0,2025-05-01,control,1
319,not aware,aware,none,0,0,2025-05-03,control,1
320,not aware,not aware,none,0,0,2025-05-03,control,1
321,not aware,aware,none,0,0,2025-05-11,control,1
322,not aware,not aware,none,0,0,2025-04-25,control,1
323,not aware,not aware,none,0,0,2025-05-09,control,1
324,not aware,not aware,none,0,0,2025-05-19,control,1
325,not aware,not aware,none,0,0,2025-05-14,control,1
326,not aware,not aware,none,0,0,2025-05-19,control,1
327,not aware,not aware,none,0,0,2025-04-29,control,1
328,aware,aware,none,0,0,2025-04-30,control,1
329,aware,aware,none,0,0,2025-05-07,control,1
330,not aware,not aware,none,0,0,2025-05-01,control,1
331,not aware,not aware,none,0,0,2025-05-04,control,1
332,aware,consider,none,0,0,2025-04-27,control,1
333,aware,aware,none,0,0,2025-05-14,control,1
334,not aware,not aware,none,0,0,2025-04-28,control,1
335,not aware,not aware,none,0,0,2025-05-20,control,1
336,not aware,not aware,none,0,0,2025-05-15,control,1
337,not aware,not aware,none,0,0,2025-05-22,control,1
338,not aware,not aware,none,0,0,2025-05-27,control,1
339,not aware,not aware,none,0,0,2025-05-08,control,1
340,aware,aware,none,0,0,2025-05-23,control,1
341,not aware,not aware,none,0,0,2025-05-28,control,1
342,not aware,not aware,none,0,0,2025-05-10,control,1
343,not aware,not aware,none,0,0,2025-05-21,control,1
344,not aware,aware,none,0,0,2025-05-10,control,1
345,not aware,aware,none,0,0,2025-05-16,control,1
346,not aware,not aware,none,0,0,2025-04-29,control,1
347,not aware,not aware,none,0,0,2025-05-09,control,1
348,not aware,not aware,none,0,0,2025-05-12,control,1
349,not aware,not aware,none,0,0,2025-05-21,control,1
350,not aware,not aware,none,0,0,2025-05-14,control,1
351,not aware,not aware,none,0,0,2025-04-26,control,1
352,not aware,aware,none,0,0,2025-05-06,control,1
353,not aware,aware,none,0,0,2025-05-22,control,1
354,not aware,not aware,none,0,0,2025-05-04,control,1
355,not aware,not aware,none,0,0,2025-05-11,control,1
356,not aware,not aware,none,0,0,2025-05-13,control,1
357,not aware,not aware,none,0,0,2025-04-27,control,1
358,not aware,aware,none,0,0,2025-05-20,control,1
359,aware,aware,none,0,0,2025-04-28,control,1
360,not aware,not aware,none,0,0,2025-05-07,control,1
361,consider,consider,none,0,0,2025-05-07,control,1
362,not aware,aware,none,0,0,2025-05-03,control,1
363,not aware,not aware,none,0,0,2025-05-13,control,1
364,not aware,not aware,none,0,0,2025-05-13,control,1
365,not aware,not aware,none,0,0,2025-04-25,control,1
366,not aware,not aware,none,0,0,2025-05-15,control,1
367,not aware,not aware,none,0,0,2025-05-08,control,1
368,not aware,not aware,none,0,0,2025-05-16,control,1
369,not aware,not aware,none,0,0,2025-05-07,control,1
370,not aware,not aware,none,0,0,2025-05-08,control,1
371,not aware,not aware,none,0,0,2025-05-16,control,1
372,not aware,aware,none,0,0,2025-05-22,control,1
373,not aware,aware,none,0,0,2025-05-10,control,1
374,not aware,not aware,none,0,0,2025-05-27,control,1
375,not aware,not aware,none,0,0,2025-05-20,control,1
376,not aware,not aware,none,0,0,2025-05-06,control,1
377,not aware,not aware,none,0,0,2025-05-24,control,1
378,aware,aware,none,0,0,2025-05-07,control,1
379,not aware,not aware,none,0,0,2025-05-04,control,1
380,not aware,aware,none,0,0,2025-05-02,control,1
381,not aware,not aware,none,0,0,2025-05-23,control,1
382,not aware,not aware,none,0,0,2025-05-10,control,1
383,not aware,not aware,none,0,0,2025-05-13,control,1
384,not aware,not aware,none,0,0,2025-05-03,control,1
385,not aware,not aware,none,0,0,2025-05-12,control,1
386,not aware,not aware,none,0,0,2025-05-08,control,1
387,not aware,not aware,none,0,0,2025-05-20,control,1
388,not aware,not aware,none,0,0,2025-05-21,control,1
389,not aware,not aware,none,0,0,2025-05-23,control,1
390,not aware,not aware,none,0,0,2025-05-03,control,1
391,not aware,not aware,none,0,0,2025-05-09,control,1
392,not aware,not aware,none,0,0,2025-05-11,control,1
393,not aware,not aware,none,0,0,2025-05-24,control,1
394,not aware,not aware,none,0,0,2025-05-29,control,1
395,not aware,not aware,none,0,0,2025-05-01,control,1
396,not aware,not aware,none,0,0,2025-05-27,control,1
397,not aware,not aware,none,0,0,2025-05-22,control,1
398,consider,purchase,none,1,100,2025-05-15,control,1
399,not aware,not aware,none,0,0,2025-05-20,control,1
400,not aware,not aware,none,0,0,2025-05-21,control,1
401,not aware,not aware,none,0,0,2025-05-16,control,1
402,not aware,not aware,none,0,0,2025-05-25,control,1
403,not aware,not aware,none,0,0,2025-05-05,control,1
404,not aware,not aware,none,0,0,2025-05-25,control,1
405,not aware,not aware,none,0,0,2025-05-01,control,1
406,not aware,aware,none,0,0,2025-05-21,control,1
407,not aware,not aware,none,0,0,2025-05-11,control,1
408,not aware,not aware,none,0,0,2025-05-19,control,1
409,not aware,not aware,none,0,0,2025-05-24,control,1
410,not aware,not aware,none,0,0,2025-05-20,control,1
411,not aware,not aware,none,0,0,2025-05-19,control,1
412,consider,consider,none,0,0,2025-05-03,control,1
413,aware,consider,none,0,0,2025-05-15,control,1
414,aware,aware,none,0,0,2025-04-25,control,1
415,not aware,not aware,none,0,0,2025-05-13,control,1
416,not aware,not aware,none,0,0,2025-04-30,control,1
417,not aware,aware,none,0,0,2025-05-20,control,1
418,not aware,not aware,none,0,0,2025-05-20,control,1
419,not aware,not aware,none,0,0,2025-05-19,control,1
420,not aware,not aware,none,0,0,2025-05-05,control,1
421,not aware,not aware,none,0,0,2025-05-18,control,1
422,not aware,aware,none,0,0,2025-05-16,control,1
423,aware,aware,none,0,0,2025-05-04,control,1
424,not aware,not aware,none,0,0,2025-05-13,control,1
425,aware,aware,none,0,0,2025-05-15,control,1
426,consider,consider,none,0,0,2025-05-18,control,1
427,not aware,not aware,none,0,0,2025-05-23,control,1
428,not aware,not aware,none,0,0,2025-05-08,control,1
429,not aware,not aware,none,0,0,2025-05-15,control,1
430,not aware,not aware,none,0,0,2025-05-15,control,1
431,not aware,not aware,none,0,0,2025-04-26,control,1
432,not aware,not aware,none,0,0,2025-04-27,control,1
433,not aware,not aware,none,0,0,2025-05-06,control,1
434,not aware,not aware,none,0,0,2025-05-18,control,1
435,not aware,not aware,none,0,0,2025-05-21,control,1
436,not aware,not aware,none,0,0,2025-05-08,control,1
437,aware,aware,none,0,0,2025-05-10,control,1
438,not aware,not aware,none,0,0,2025-05-12,control,1
439,not aware,not aware,none,0,0,2025-05-23,control,1
440,consider,consider,none,0,0,2025-04-30,control,1
441,not aware,not aware,none,0,0,2025-05-26,control,1
442,not aware,not aware,none,0,0,2025-05-22,control,1
443,not aware,not aware,none,0,0,2025-05-01,control,1
444,consider,consider,none,0,0,2025-05-29,control,1
445,not aware,not aware,none,0,0,2025-04-26,control,1
446,not aware,not aware,none,0,0,2025-04-29,control,1
447,not aware,not aware,none,0,0,2025-05-14,control,1
448,not aware,not aware,none,0,0,2025-04-29,control,1
449,not aware,aware,none,0,0,2025-05-16,control,1
450,not aware,not aware,none,0,0,2025-05-21,control,1
451,not aware,not aware,none,0,0,2025-05-24,control,1
452,aware,consider,none,0,0,2025-05-09,control,1
453,not aware,aware,none,0,0,2025-05-25,control,1
454,not aware,not aware,none,0,0,2025-05-01,control,1
455,not aware,not aware,none,0,0,2025-04-27,control,1
456,not aware,not aware,none,0,0,2025-05-26,control,1
457,aware,aware,none,0,0,2025-05-13,control,1
458,not aware,aware,none,0,0,2025-05-03,control,1
459,not aware,not aware,none,0,0,2025-05-18,control,1
460,not aware,not aware,none,0,0,2025-05-03,control,1
461,not aware,not aware,none,0,0,2025-05-09,control,1
462,not aware,not aware,none,0,0,2025-05-05,control,1
463,not aware,not aware,none,0,0,2025-05-07,control,1
464,not aware,not aware,none,0,0,2025-05-22,control,1
465,not aware,not aware,none,0,0,2025-05-11,control,1
466,not aware,not aware,none,0,0,2025-05-17,control,1
467,not aware,not aware,none,0,0,2025-05-03,control,1
468,not aware,not aware,none,0,0,2025-05-09,control,1
469,not aware,not aware,none,0,0,2025-05-10,control,1
470,not aware,not aware,none,0,0,2025-05-01,control,1
471,not aware,not aware,none,0,0,2025-05-14,control,1
472,not aware,not aware,none,0,0,2025-05-24,control,1
473,not aware,not aware,none,0,0,2025-05-18,control,1
474,aware,aware,none,0,0,2025-05-28,control,1
475,not aware,not aware,none,0,0,2025-05-27,control,1
476,not aware,not aware,none,0,0,2025-05-04,control,1
477,consider,purchase,none,1,100,2025-05-17,control,1
478,not aware,not aware,none,0,0,2025-05-02,control,1
479,not aware,not aware,none,0,0,2025-05-21,control,1
480,not aware,not aware,none,0,0,2025-05-17,control,1
481,not aware,not aware,none,0,0,2025-05-15,control,1
482,not aware,not aware,none,0,0,2025-05-13,control,1
483,not aware,not aware,none,0,0,2025-05-29,control,1
484,not aware,not aware,none,0,0,2025-05-06,control,1
485,not aware,not aware,none,0,0,2025-05-08,control,1
486,not aware,not aware,none,0,0,2025-05-20,control,1
487,consider,consider,none,0,0,2025-05-10,control,1
488,aware,consider,none,0,0,2025-05-18,control,1
489,not aware,not aware,none,0,0,2025-05-16,control,1
490,not aware,not aware,none,0,0,2025-05-20,control,1
491,not aware,not aware,none,0,0,2025-05-05,control,1
492,not aware,aware,none,0,0,2025-05-02,control,1
493,not aware,not aware,none,0,0,2025-05-03,control,1
494,not aware,not aware,none,0,0,2025-05-11,control,1
495,not aware,not aware,none,0,0,2025-05-21,control,1
496,not aware,not aware,none,0,0,2025-05-16,control,1
497,not aware,not aware,none,0,0,2025-05-07,control,1
498,not aware,not aware,none,0,0,2025-05-14,control,1
499,not aware,not aware,none,0,0,2025-05-16,control,1
500,not aware,not aware,none,0,0,2025-04-26,control,1
501,not aware,aware,none,0,0,2025-05-24,control,1
502,not aware,not aware,none,0,0,2025-05-20,control,1
503,not aware,aware,none,0,0,2025-05-01,control,1
504,aware,aware,none,0,0,2025-05-25,control,1
505,not aware,not aware,none,0,0,2025-05-12,control,1
506,not aware,aware,none,0,0,2025-05-17,control,1
507,not aware,not aware,none,0,0,2025-05-07,control,1
508,not aware,aware,none,0,0,2025-05-02,control,1
509,aware,aware,none,0,0,2025-05-13,control,1
510,not aware,not aware,none,0,0,2025-05-11,control,1
511,not aware,not aware,none,0,0,2025-05-05,control,1
512,not aware,not aware,none,0,0,2025-05-25,control,1
513,not aware,not aware,none,0,0,2025-05-13,control,1
514,not aware,not aware,none,0,0,2025-05-05,control,1
515,not aware,not aware,none,0,0,2025-04-30,control,1
516,consider,consider,none,0,0,2025-05-15,control,1
517,not aware,not aware,none,0,0,2025-04-30,control,1
518,not aware,not aware,none,0,0,2025-04-26,control,1
519,not aware,not aware,none,0,0,2025-05-10,control,1
520,not aware,not aware,none,0,0,2025-04-27,control,1
521,not aware,not aware,none,0,0,2025-05-09,control,1
522,not aware,not aware,none,0,0,2025-04-26,control,1
523,aware,aware,none,0,0,2025-05-06,control,1
